condition	picture_id	picture
1	1	007REALISTA.jpg
1	2	008ABSTRACTO.jpg
1	3	009NEUTRO.jpg
1	4	010REALISTA.jpg
1	5	011REALISTA.jpg
1	6	012NEUTRO.jpg
1	7	013NEUTRO.jpg
1	8	014ABSTRACTO.jpg
1	9	015NEUTRO.jpg
1	10	016POSTIMPRES.jpg
1	11	017REALISTA.jpg
1	12	018NEUTRO.jpg
1	13	019IMPRESION.jpg
1	14	020POSTIMPRES.jpg
1	15	021DISEO.jpg
1	16	022NEUTRO.jpg
1	17	023NEUTRO.jpg
1	18	024ABSTRACTO.jpg
1	19	025IMPRESION.jpg
1	20	026DISEO.jpg
1	21	027NEUTRO.jpg
1	22	028ABSTRACTO.jpg
1	23	029POSTIMPRES.jpg
1	24	030POSTIMPRES.jpg
1	25	031NEUTRO.jpg
1	26	032REALISTA.jpg
1	27	033DISEO.jpg
1	28	034NEUTRO.jpg
1	29	035ABSTRACTO.jpg
1	30	036ABSTRACTO.jpg
1	31	037ABSTRACTO.jpg
1	32	038NEUTRO.jpg
1	33	039NEUTRO.jpg
1	34	040NEUTRO.jpg
1	35	041ABSTRACTO.jpg
1	36	042ABSTRACTO.jpg
1	37	043REALISTA.jpg
1	38	044ABSTRACTO.jpg
1	39	045NEUTRO.jpg
1	40	046REALISTA.jpg
1	41	047NEUTRO.jpg
1	42	048ABSTRACTO.jpg
1	43	049REALISTA.jpg
1	44	050NEUTRO.jpg
1	45	051ABSTRACTO.jpg
1	46	052DISEO.jpg
1	47	053ABSTRACTO.jpg
1	48	054NEUTRO.jpg
1	49	055DISEO.jpg
1	50	056DISEO.jpg
1	51	057NEUTRO.jpg
1	52	058ABSTRACTO.jpg
1	53	059REALISTA.jpg
1	54	060NEUTRO.jpg
1	55	061ABSTRACTO.jpg
1	56	062REALISTA.jpg
1	57	063DISEO.jpg
1	58	064DISEO.jpg
1	59	065NEUTRO.jpg
1	60	066DISEO.jpg
1	61	067ABSTRACTO.jpg
1	62	068ABSTRACTO.jpg
1	63	069POSTIMPRES.jpg
1	64	070ABSTRACTO.jpg
1	65	071POSTIMPRES.jpg
1	66	072NEUTRO.jpg
1	67	073ABSTRACTO.jpg
1	68	074ABSTRACTO.jpg
1	69	075IMPRESION.jpg
1	70	076REALISTA.jpg
1	71	077NEUTRO.jpg
1	72	078ABSTRACTO.jpg
1	73	079POSTIMPRES.jpg
1	74	080DISEO.jpg
1	75	081ABSTRACTO.jpg
1	76	082ABSTRACTO.jpg
1	77	083ABSTRACTO.jpg
1	78	084ABSTRACTO.jpg
1	79	085NEUTRO.jpg
1	80	086ABSTRACTO.jpg
1	81	087REALISTA.jpg
1	82	088ABSTRACTO.jpg
1	83	089ABSTRACTO.jpg
1	84	090DISEO.jpg
1	85	091DISEO.jpg
1	86	092NEUTRO.jpg
1	87	093REALISTA.jpg
1	88	094ABSTRACTO.jpg
1	89	095ABSTRACTO.jpg
1	90	096ABSTRACTO.jpg
1	91	097ABSTRACTO.jpg
1	92	098ABSTRACTO.jpg
1	93	099ABSTRACTO.jpg
1	94	100NEUTRO.jpg
1	95	101IMPRESION.jpg
1	96	102DISEO.jpg
1	97	103ABSTRACTO.jpg
1	98	104POSTIMPRES.jpg
1	99	105REALISTA.jpg
1	100	106REALISTA.jpg
1	101	107NEUTRO.jpg
1	102	108DISEO.jpg
1	103	109ABSTRACTO.jpg
1	104	110ABSTRACTO.jpg
1	105	111REALISTA.jpg
1	106	112REALISTA.jpg
1	107	113POSTIMPRES.jpg
1	108	114NEUTRO.jpg
1	109	115NEUTRO.jpg
1	110	116REALISTA.jpg
1	111	117ABSTRACTO.jpg
1	112	118ABSTRACTO.jpg
1	113	119DISEO.jpg
1	114	120IMPRESION.jpg
1	115	121ABSTRACTO.jpg
1	116	122DISEO.jpg
1	117	123ABSTRACTO.jpg
1	118	124IMPRESION.jpg
1	119	125ABSTRACTO.jpg
1	120	126ABSTRACTO.jpg
1	121	127IMPRESION.jpg
1	122	128REALISTA.jpg
1	123	129ABSTRACTO.jpg
1	124	130IMPRESION.jpg
1	125	131REALISTA.jpg
1	126	132ABSTRACTO.jpg
1	127	133IMPRESION.jpg
1	128	134ABSTRACTO.jpg
1	129	135DISEO.jpg
1	130	136ABSTRACTO.jpg
