picture_id	female	list	version	picture_sas	picture_has	rand	org order
07	1	B	2	BF07SAS.JPG	BF07HAS.JPG	0.410584955991908	1
21	1	B	2	BF21SAS.JPG	BF21HAS.JPG	0.287867310019272	2
03	1	B	2	BF03SAS.JPG	BF03HAS.JPG	0.411826263056022	3
31	1	B	2	BF31SAS.JPG	BF31HAS.JPG	0.143925191343771	4
23	1	B	2	BF23SAS.JPG	BF23HAS.JPG	0.979346668628126	5
05	1	B	2	BF05SAS.JPG	BF05HAS.JPG	0.660299314380231	6
04	1	B	2	BF04SAS.JPG	BF04HAS.JPG	0.99454005374507	7
34	1	B	2	BF34SAS.JPG	BF34HAS.JPG	0.0901992206838093	8
25	1	B	2	BF25SAS.JPG	BF25HAS.JPG	0.885706401415908	9
17	1	B	2	BF17SAS.JPG	BF17HAS.JPG	0.228041223387246	10
30	1	B	2	BF30SAS.JPG	BF30HAS.JPG	0.601755273759634	11
13	1	B	2	BF13SAS.JPG	BF13HAS.JPG	0.756640850518978	12
12	1	B	2	BF12SAS.JPG	BF12HAS.JPG	0.851697304590875	13
19	1	B	2	BF19SAS.JPG	BF19HAS.JPG	0.124656233285022	14
14	1	B	2	BF14SAS.JPG	BF14HAS.JPG	0.989105971830495	15
26	1	B	2	BF26SAS.JPG	BF26HAS.JPG	0.996680698657693	16
35	1	B	2	BF35SAS.JPG	BF35HAS.JPG	0.818790050896003	17
24	1	B	2	BF24SAS.JPG	BF24HAS.JPG	0.60118488228983	18
09	1	B	2	BF09SAS.JPG	BF09HAS.JPG	0.7057832760094	19
28	1	B	2	BF28SAS.JPG	BF28HAS.JPG	0.515984231493184	20
06	1	B	2	BF06SAS.JPG	BF06HAS.JPG	0.11908831094946	21
02	1	B	2	BF02SAS.JPG	BF02HAS.JPG	0.0160263821768248	22
15	1	B	2	BF15SAS.JPG	BF15HAS.JPG	0.883188775814552	23
11	1	B	2	BF11SAS.JPG	BF11HAS.JPG	0.911253562400753	24
33	1	B	2	BF33SAS.JPG	BF33HAS.JPG	0.285538901288355	25
32	1	B	2	BF32SAS.JPG	BF32HAS.JPG	0.701166813559349	26
16	1	B	2	BF16SAS.JPG	BF16HAS.JPG	0.234055439033806	27
20	1	B	2	BF20SAS.JPG	BF20HAS.JPG	0.265424395050465	28
29	1	B	2	BF29SAS.JPG	BF29HAS.JPG	0.829780365122431	29
27	1	B	2	BF27SAS.JPG	BF27HAS.JPG	0.459347633194364	30
01	1	B	2	BF01SAS.JPG	BF01HAS.JPG	0.215635199038517	31
10	1	B	2	BF10SAS.JPG	BF10HAS.JPG	0.143786403706138	32
22	1	B	2	BF22SAS.JPG	BF22HAS.JPG	0.597093569390637	33
