picture_id	female	list	version	picture_sas	picture_has	rand	org order
35	0	B	1	BM35SAS.JPG	BM35HAS.JPG	0.631573982065458	1
19	0	B	1	BM19SAS.JPG	BM19HAS.JPG	0.151941796256776	2
02	0	B	1	BM02SAS.JPG	BM02HAS.JPG	0.0574202470813006	3
03	0	B	1	BM03SAS.JPG	BM03HAS.JPG	0.913020846525594	4
24	0	B	1	BM24SAS.JPG	BM24HAS.JPG	0.956007456778356	5
34	0	B	1	BM34SAS.JPG	BM34HAS.JPG	0.215323909487589	6
01	0	B	1	BM01SAS.JPG	BM01HAS.JPG	0.586001380971933	7
25	0	B	1	BM25SAS.JPG	BM25HAS.JPG	0.223695121485746	8
28	0	B	1	BM28SAS.JPG	BM28HAS.JPG	0.117771087772741	9
31	0	B	1	BM31SAS.JPG	BM31HAS.JPG	0.475845374572267	10
04	0	B	1	BM04SAS.JPG	BM04HAS.JPG	0.32097151083662	11
08	0	B	1	BM08SAS.JPG	BM08HAS.JPG	0.446522874826555	12
21	0	B	1	BM21SAS.JPG	BM21HAS.JPG	0.137763940116309	13
09	0	B	1	BM09SAS.JPG	BM09HAS.JPG	0.352559309010018	14
17	0	B	1	BM17SAS.JPG	BM17HAS.JPG	0.941459995799153	15
23	0	B	1	BM23SAS.JPG	BM23HAS.JPG	0.526251154157875	16
18	0	B	1	BM18SAS.JPG	BM18HAS.JPG	0.946580851620969	17
11	0	B	1	BM11SAS.JPG	BM11HAS.JPG	0.82285230504937	18
29	0	B	1	BM29SAS.JPG	BM29HAS.JPG	0.541832762738862	19
32	0	B	1	BM32SAS.JPG	BM32HAS.JPG	0.418891274559799	20
30	0	B	1	BM30SAS.JPG	BM30HAS.JPG	0.842881107950694	21
14	0	B	1	BM14SAS.JPG	BM14HAS.JPG	0.516159958075417	22
05	0	B	1	BM05SAS.JPG	BM05HAS.JPG	0.620099952122974	23
16	0	B	1	BM16SAS.JPG	BM16HAS.JPG	0.736110603454127	24
13	0	B	1	BM13SAS.JPG	BM13HAS.JPG	0.851499758312211	25
06	0	B	1	BM06SAS.JPG	BM06HAS.JPG	0.933764004827993	26
12	0	B	1	BM12SAS.JPG	BM12HAS.JPG	0.0884603101203769	27
33	0	B	1	BM33SAS.JPG	BM33HAS.JPG	0.0196207848309613	28
07	0	B	1	BM07SAS.JPG	BM07HAS.JPG	0.774427894821652	29
10	0	B	1	BM10SAS.JPG	BM10HAS.JPG	0.254349819619272	30
26	0	B	1	BM26SAS.JPG	BM26HAS.JPG	0.0388662786277031	31
